studyInstanceUID,filepath
1.2.276.0.7230010.3.1.2.8323329.25829.1517874467.899335,"/defaultStorage/fsRetrieve/3e/50/3e5029ddffd94fd68af1fcd2284e4abc.dcm"
1.2.276.0.7230010.3.1.2.8323329.13189.1517874370.187381,"/defaultStorage/fsRetrieve/96/3c/963c07043b724b65af6d90c6f88efbfe.dcm"
1.2.276.0.7230010.3.1.2.8323329.11580.1517874359.397301,"/defaultStorage/fsRetrieve/cf/90/cf9004a5f361453f8d773fe3b4c6cd8f.dcm"
1.2.276.0.7230010.3.1.2.8323329.1667.1517874292.210978,"/defaultStorage/fsRetrieve/f3/4b/f34bd44f535f49faae9b746d30a2bf4c.dcm"
1.2.276.0.7230010.3.1.2.8323329.31188.1517874506.619172,"/defaultStorage/fsRetrieve/06/dd/06ddc116b6bd4fb393ca7423b1588b30.dcm"
1.2.276.0.7230010.3.1.2.8323329.7267.1517874330.651156,"/defaultStorage/fsRetrieve/e5/f3/e5f3ccaf227544189c0f03d7dab8dc26.dcm"
1.2.276.0.7230010.3.1.2.8323329.5317.1517874313.398555,"/defaultStorage/fsRetrieve/0a/be/0abeffdf89ff4c3499cd15764abf3d28.dcm"
1.2.276.0.7230010.3.1.2.8323329.12472.1517874365.238424,"/defaultStorage/fsRetrieve/2f/48/2f4891052977487da9c44263507ff1cd.dcm"
1.2.276.0.7230010.3.1.2.8323329.8231.1517874336.253415,"/defaultStorage/fsRetrieve/a7/59/a75938fd93b7407c8cd2833c760c30b4.dcm"
1.2.276.0.7230010.3.1.2.8323329.25382.1517874464.598312,"/defaultStorage/fsRetrieve/dc/53/dc535de4777d4ed0a1dfabb5fae13ad0.dcm"
1.2.276.0.7230010.3.1.2.8323329.28895.1517874488.450077,"/defaultStorage/fsRetrieve/84/da/84dad56102344434823f489a3e584532.dcm"
1.2.276.0.7230010.3.1.2.8323329.20762.1517874429.653746,"/defaultStorage/fsRetrieve/f5/14/f514adcb20994c4884d4ad916bfc3490.dcm"
1.2.276.0.7230010.3.1.2.8323329.4543.1517874308.240641,"/defaultStorage/fsRetrieve/0a/50/0a50433eeca84dab830ea6659911020d.dcm"
1.2.276.0.7230010.3.1.2.8323329.23942.1517874450.910196,"/defaultStorage/fsRetrieve/2d/cf/2dcf77fa8fb247d3aa1d4b9b0f80ef05.dcm"
1.2.276.0.7230010.3.1.2.8323329.2505.1517874296.943535,"/defaultStorage/fsRetrieve/c9/f4/c9f4bc6fc7854ddbb94572d4963710f0.dcm"
1.2.276.0.7230010.3.1.2.8323329.12039.1517874362.715960,"/defaultStorage/fsRetrieve/94/5a/945a31eae77041e5a3be5be220ece9e1.dcm"
1.2.276.0.7230010.3.1.2.8323329.19217.1517874415.983239,"/defaultStorage/fsRetrieve/c7/d0/c7d02361c0074bf3ae44dce2136d0b9b.dcm"
1.2.276.0.7230010.3.1.2.8323329.18703.1517874413.143164,"/defaultStorage/fsRetrieve/52/4e/524e95ddbf3943c1adb68347ec42bd7b.dcm"
1.2.276.0.7230010.3.1.2.8323329.5669.1517874317.512339,"/defaultStorage/fsRetrieve/9c/6c/9c6c955e5c794e67bc79f46da8413a2c.dcm"
1.2.276.0.7230010.3.1.2.8323329.7845.1517874333.952411,"/defaultStorage/fsRetrieve/33/b9/33b9d57b43cb419db09b37bc7dc88c63.dcm"
1.2.276.0.7230010.3.1.2.8323329.11115.1517874356.670170,"/defaultStorage/fsRetrieve/44/5d/445d2745b59a410f8a206809c19baff0.dcm"
1.2.276.0.7230010.3.1.2.8323329.27011.1517874475.286784,"/defaultStorage/fsRetrieve/43/4a/434aefcef22144728e0a9679b2971183.dcm"
1.2.276.0.7230010.3.1.2.8323329.17566.1517874404.801411,"/defaultStorage/fsRetrieve/b4/ad/b4ad6d2ae53f4de3bdcf14a7f0db394d.dcm"
1.2.276.0.7230010.3.1.2.8323329.6923.1517874328.629066,"/defaultStorage/fsRetrieve/ab/b6/abb65392d9c44d07be86c1b6d9bf4b6a.dcm"
1.2.276.0.7230010.3.1.2.8323329.9406.1517874342.912801,"/defaultStorage/fsRetrieve/7a/d8/7ad8fe58997243e694b6bb55356b2b49.dcm"
1.2.276.0.7230010.3.1.2.8323329.8949.1517874340.404243,"/defaultStorage/fsRetrieve/f4/8a/f48aab89e8af4047ac7e8fa52f6ef197.dcm"
1.2.276.0.7230010.3.1.2.8323329.10687.1517874353.486386,"/defaultStorage/fsRetrieve/2d/45/2d453b6f345a49d694dc27f7725d945a.dcm"
1.2.276.0.7230010.3.1.2.8323329.7879.1517874334.172831,"/defaultStorage/fsRetrieve/52/9c/529ca9d8fe424fe999e7c9ce3a2b35b7.dcm"
1.2.276.0.7230010.3.1.2.8323329.16779.1517874399.441094,"/defaultStorage/fsRetrieve/11/af/11afcc4012a4493cab4e873bd30aab4d.dcm"
1.2.276.0.7230010.3.1.2.8323329.20336.1517874427.465258,"/defaultStorage/fsRetrieve/6b/3d/6b3d845a0e154848ad34281330188677.dcm"
1.2.276.0.7230010.3.1.2.8323329.14810.1517874382.20032,"/defaultStorage/fsRetrieve/78/7d/787d83f81e0747f5b0a17f7cd95bb471.dcm"
1.2.276.0.7230010.3.1.2.8323329.13905.1517874375.461620,"/defaultStorage/fsRetrieve/e3/fd/e3fdd720a4634f1ca91707040499a4f1.dcm"
1.2.276.0.7230010.3.1.2.8323329.2807.1517874298.539367,"/defaultStorage/fsRetrieve/49/a8/49a88b87d6d644c4b799fbb3223674b5.dcm"
1.2.276.0.7230010.3.1.2.8323329.24488.1517874454.782985,"/defaultStorage/fsRetrieve/bb/99/bb994148a1d44a8e9ed1a25d267ff858.dcm"
1.2.276.0.7230010.3.1.2.8323329.24383.1517874454.176203,"/defaultStorage/fsRetrieve/75/21/752118f1c2f14862a6b320aa86c9b915.dcm"
1.2.276.0.7230010.3.1.2.8323329.12862.1517874368.43392,"/defaultStorage/fsRetrieve/b3/44/b344dcaeee744208aac847db5e672dab.dcm"
1.2.276.0.7230010.3.1.2.8323329.7412.1517874331.479235,"/defaultStorage/fsRetrieve/8a/2b/8a2b8a0d59d542b0a559ce2abaa9c9b5.dcm"
1.2.276.0.7230010.3.1.2.8323329.23196.1517874446.175236,"/defaultStorage/fsRetrieve/ac/2c/ac2c0c786a764065b7a1f713f5d3e3b4.dcm"
1.2.276.0.7230010.3.1.2.8323329.17773.1517874406.81817,"/defaultStorage/fsRetrieve/4b/c1/4bc1c906fd6549e783e0cd8e0b2b6b22.dcm"
1.2.276.0.7230010.3.1.2.8323329.16106.1517874394.784604,"/defaultStorage/fsRetrieve/50/05/50058cb2a2ec41caa7d5145072e9b3bb.dcm"
1.2.276.0.7230010.3.1.2.8323329.26979.1517874475.108775,"/defaultStorage/fsRetrieve/e3/19/e319a3a7765b46a4bb196a1100ba9c88.dcm"
1.2.276.0.7230010.3.1.2.8323329.31087.1517874506.94587,"/defaultStorage/fsRetrieve/8d/4f/8d4f43aa4d0344318123542d3d2c1a11.dcm"
1.2.276.0.7230010.3.1.2.8323329.4059.1517874305.699071,"/defaultStorage/fsRetrieve/62/ed/62edd865de814570a5fc64145d144f83.dcm"
1.2.276.0.7230010.3.1.2.8323329.2538.1517874297.144588,"/defaultStorage/fsRetrieve/b4/72/b4726f7300b44f86874e06befedd66da.dcm"
1.2.276.0.7230010.3.1.2.8323329.20767.1517874429.670785,"/defaultStorage/fsRetrieve/29/09/29093ce4c293462b985568279dd51d7a.dcm"
1.2.276.0.7230010.3.1.2.8323329.20549.1517874428.641776,"/defaultStorage/fsRetrieve/06/d1/06d1d98621c54bc7a88dfa0f7aab38e6.dcm"
1.2.276.0.7230010.3.1.2.8323329.22272.1517874439.864118,"/defaultStorage/fsRetrieve/eb/3c/eb3c26e128cb4696a53bc2894fbadb6f.dcm"
1.2.276.0.7230010.3.1.2.8323329.12999.1517874368.802775,"/defaultStorage/fsRetrieve/8b/5b/8b5bf31aa24b407f96fa81d09fc4314c.dcm"
1.2.276.0.7230010.3.1.2.8323329.7533.1517874332.190069,"/defaultStorage/fsRetrieve/69/b1/69b16761502f42ba9685648228ca2b5c.dcm"
1.2.276.0.7230010.3.1.2.8323329.3179.1517874300.511993,"/defaultStorage/fsRetrieve/ce/10/ce1055ebe6fe4831ad4a1770fb811fbc.dcm"
1.2.276.0.7230010.3.1.2.8323329.21674.1517874435.451537,"/defaultStorage/fsRetrieve/9a/9b/9a9b47b886e14ace9eab8c013c17f513.dcm"
1.2.276.0.7230010.3.1.2.8323329.15360.1517874385.287298,"/defaultStorage/fsRetrieve/98/1c/981c8c3b80314168b336dfacf5418963.dcm"
1.2.276.0.7230010.3.1.2.8323329.10130.1517874346.979670,"/defaultStorage/fsRetrieve/9d/6a/9d6ae0b899dc4b9e9be1ed4eddc2b2b0.dcm"
1.2.276.0.7230010.3.1.2.8323329.19475.1517874418.218519,"/defaultStorage/fsRetrieve/76/8c/768c22d8afc24eaf87b9100d6d6856f8.dcm"
1.2.276.0.7230010.3.1.2.8323329.1848.1517874293.227568,"/defaultStorage/fsRetrieve/35/78/35789a31db074c7fbf715b8a76dd6a3b.dcm"
1.2.276.0.7230010.3.1.2.8323329.10971.1517874355.455086,"/defaultStorage/fsRetrieve/6a/0e/6a0e2d97ad42414f91c452c2d7fd1c6b.dcm"
1.2.276.0.7230010.3.1.2.8323329.24729.1517874456.350765,"/defaultStorage/fsRetrieve/0f/35/0f35ca2bc6ab4de89c748cf83c4ce3d7.dcm"
1.2.276.0.7230010.3.1.2.8323329.24093.1517874452.533732,"/defaultStorage/fsRetrieve/d0/7b/d07b709a10fd4258a484dae0207fedea.dcm"
1.2.276.0.7230010.3.1.2.8323329.5347.1517874315.758289,"/defaultStorage/fsRetrieve/4a/0f/4a0fe84319ef4bf6adfede1e50839d43.dcm"
1.2.276.0.7230010.3.1.2.8323329.6952.1517874328.787667,"/defaultStorage/fsRetrieve/9e/7c/9e7c1521dee04cf780bd3096c049479e.dcm"
1.2.276.0.7230010.3.1.2.8323329.17954.1517874407.710135,"/defaultStorage/fsRetrieve/6e/44/6e444281faa847c1b5dca50f08433924.dcm"
1.2.276.0.7230010.3.1.2.8323329.29287.1517874490.787935,"/defaultStorage/fsRetrieve/57/69/5769fefaa1e049b19f896342a487204f.dcm"
1.2.276.0.7230010.3.1.2.8323329.20229.1517874425.830076,"/defaultStorage/fsRetrieve/77/b9/77b9dd6b64704fe68f79773c154eb8f6.dcm"
1.2.276.0.7230010.3.1.2.8323329.16540.1517874398.128916,"/defaultStorage/fsRetrieve/a3/2c/a32cc4758865453fa82db3654346561b.dcm"
1.2.276.0.7230010.3.1.2.8323329.19247.1517874416.116659,"/defaultStorage/fsRetrieve/b6/80/b68066d20f044a1b925743e06ec93657.dcm"
1.2.276.0.7230010.3.1.2.8323329.5267.1517874312.416673,"/defaultStorage/fsRetrieve/b3/2e/b32eab7da75e4a94a77ae57f7a251c17.dcm"
1.2.276.0.7230010.3.1.2.8323329.7556.1517874332.343092,"/defaultStorage/fsRetrieve/ce/8a/ce8a7c1afc9549a49973e5ac1dd802fa.dcm"
1.2.276.0.7230010.3.1.2.8323329.13487.1517874372.936294,"/defaultStorage/fsRetrieve/57/27/5727bcce2e3c488681c02b2ad419fb39.dcm"
1.2.276.0.7230010.3.1.2.8323329.22384.1517874440.648995,"/defaultStorage/fsRetrieve/08/42/08427a2b285c40bf8dbb2529b016aaa1.dcm"
1.2.276.0.7230010.3.1.2.8323329.4072.1517874305.759466,"/defaultStorage/fsRetrieve/97/e1/97e1339b432b43a59ec20bacb760c70a.dcm"
1.2.276.0.7230010.3.1.2.8323329.7405.1517874331.446611,"/defaultStorage/fsRetrieve/a5/60/a560d84e12974744a9dd1dd92a123231.dcm"
1.2.276.0.7230010.3.1.2.8323329.20632.1517874429.13574,"/defaultStorage/fsRetrieve/63/b6/63b65fa010074f1ea20083e27680571b.dcm"
1.2.276.0.7230010.3.1.2.8323329.9890.1517874345.551249,"/defaultStorage/fsRetrieve/48/03/48039e6d65b7499e974b50810caa4f7d.dcm"
1.2.276.0.7230010.3.1.2.8323329.30172.1517874496.130755,"/defaultStorage/fsRetrieve/50/28/5028eee90af6427f86bd7cb7a88ec92a.dcm"
1.2.276.0.7230010.3.1.2.8323329.24291.1517874453.674439,"/defaultStorage/fsRetrieve/96/53/9653fb78fdfd4d22a9ddaee2a2dae64c.dcm"
1.2.276.0.7230010.3.1.2.8323329.27652.1517874479.696691,"/defaultStorage/fsRetrieve/8a/ca/8acaf5c42d1441c095ba59e201d0f91c.dcm"
1.2.276.0.7230010.3.1.2.8323329.22061.1517874438.610278,"/defaultStorage/fsRetrieve/0d/6f/0d6f8939165c4789821c3824e630e7db.dcm"
1.2.276.0.7230010.3.1.2.8323329.4402.1517874307.586585,"/defaultStorage/fsRetrieve/4b/b4/4bb49b4c8a4542bd98e66f42d6fa78cc.dcm"
1.2.276.0.7230010.3.1.2.8323329.3221.1517874300.859028,"/defaultStorage/fsRetrieve/5c/65/5c65e33c770d43ae86171e380b292dc6.dcm"
1.2.276.0.7230010.3.1.2.8323329.5783.1517874318.185788,"/defaultStorage/fsRetrieve/8b/a0/8ba0edb75dba405d9a40d3fbc283ae1b.dcm"
1.2.276.0.7230010.3.1.2.8323329.22327.1517874440.191671,"/defaultStorage/fsRetrieve/0a/95/0a9561f261744826838f2632d42a596b.dcm"
1.2.276.0.7230010.3.1.2.8323329.1550.1517874291.520607,"/defaultStorage/fsRetrieve/c0/18/c0183ad3d6a64d6290f5338cdd36b22d.dcm"
1.2.276.0.7230010.3.1.2.8323329.4248.1517874306.792049,"/defaultStorage/fsRetrieve/3d/4c/3d4c60e6f75d44a3874e5a7c5d2e3ae8.dcm"
1.2.276.0.7230010.3.1.2.8323329.19309.1517874416.514023,"/defaultStorage/fsRetrieve/28/68/28680b95676246499e67bfc97075a39e.dcm"
1.2.276.0.7230010.3.1.2.8323329.21982.1517874438.169939,"/defaultStorage/fsRetrieve/18/fd/18fd737932bb4a7a95892899148e23e5.dcm"
1.2.276.0.7230010.3.1.2.8323329.22129.1517874438.990508,"/defaultStorage/fsRetrieve/e0/d8/e0d8d17d2e1143e3b2d4cbffe7527e05.dcm"
1.2.276.0.7230010.3.1.2.8323329.25000.1517874462.158280,"/defaultStorage/fsRetrieve/05/9e/059e5e7a3eac4dc8b17352f3713292e5.dcm"
1.2.276.0.7230010.3.1.2.8323329.29501.1517874492.223437,"/defaultStorage/fsRetrieve/90/d7/90d7f80c566b4680b278df57cca69fd3.dcm"
1.2.276.0.7230010.3.1.2.8323329.18196.1517874409.189373,"/defaultStorage/fsRetrieve/0e/8f/0e8f8122b300415eb41fe8dec5954412.dcm"
1.2.276.0.7230010.3.1.2.8323329.22645.1517874442.914867,"/defaultStorage/fsRetrieve/bb/72/bb722c0bc5674c3fb3948859e065d022.dcm"
1.2.276.0.7230010.3.1.2.8323329.27609.1517874479.451348,"/defaultStorage/fsRetrieve/f2/9e/f29ecb7ed6c341ee964060d6c63be74c.dcm"
1.2.276.0.7230010.3.1.2.8323329.22172.1517874439.277093,"/defaultStorage/fsRetrieve/54/23/54232616fa3b4760877e1e749a06ad71.dcm"
1.2.276.0.7230010.3.1.2.8323329.2320.1517874295.900804,"/defaultStorage/fsRetrieve/2d/54/2d54ffb9c0874216902bf82fa2af9072.dcm"
1.2.276.0.7230010.3.1.2.8323329.12686.1517874367.28551,"/defaultStorage/fsRetrieve/b6/10/b610c71ee9c942ea824243c758b7e8e6.dcm"
1.2.276.0.7230010.3.1.2.8323329.20253.1517874426.957739,"/defaultStorage/fsRetrieve/08/98/08980036f5c14a23bd96b72fd8fe01a8.dcm"
1.2.276.0.7230010.3.1.2.8323329.26319.1517874470.736960,"/defaultStorage/fsRetrieve/48/a5/48a5a41b230f4fc6924eed38228d5847.dcm"
1.2.276.0.7230010.3.1.2.8323329.4560.1517874308.345936,"/defaultStorage/fsRetrieve/ad/16/ad164ca609974a119fcc38bcaa9bf394.dcm"
1.2.276.0.7230010.3.1.2.8323329.26916.1517874474.812640,"/defaultStorage/fsRetrieve/1a/a6/1aa6f13c40a243658c949b0c6a2b913a.dcm"
1.2.276.0.7230010.3.1.2.8323329.20278.1517874427.116198,"/defaultStorage/fsRetrieve/a1/3e/a13e494b7dbb481b8f747c941ca719a3.dcm"
1.2.276.0.7230010.3.1.2.8323329.21984.1517874438.179772,"/defaultStorage/fsRetrieve/82/5a/825a258fdbf24f12a1fbf5941d812d02.dcm"
1.2.276.0.7230010.3.1.2.8323329.6364.1517874325.362065,"/defaultStorage/fsRetrieve/66/22/66229de8835148e69f36abc31714d658.dcm"
1.2.276.0.7230010.3.1.2.8323329.31204.1517874506.699995,"/defaultStorage/fsRetrieve/94/3b/943bcec6e8274ac49bd00411419f12a3.dcm"
1.2.276.0.7230010.3.1.2.8323329.24486.1517874454.770641,"/defaultStorage/fsRetrieve/3c/55/3c5521be62a24a19aa2a785e0e79cbd6.dcm"
1.2.276.0.7230010.3.1.2.8323329.11428.1517874358.446167,"/defaultStorage/fsRetrieve/d8/39/d8399afc6a1b45fb96f344e3a5e735a9.dcm"
1.2.276.0.7230010.3.1.2.8323329.17012.1517874400.815741,"/defaultStorage/fsRetrieve/c3/91/c39142315db74eab8d55f8f317221248.dcm"
1.2.276.0.7230010.3.1.2.8323329.28448.1517874485.245218,"/defaultStorage/fsRetrieve/66/f8/66f8d114568b455ea9a739290f809d96.dcm"
1.2.276.0.7230010.3.1.2.8323329.20918.1517874430.539270,"/defaultStorage/fsRetrieve/11/ec/11ec1b8656414571a7e2c52b4a8324e1.dcm"
1.2.276.0.7230010.3.1.2.8323329.9044.1517874340.837093,"/defaultStorage/fsRetrieve/e6/a4/e6a412d141c04c4cb66b501b21c1a099.dcm"
1.2.276.0.7230010.3.1.2.8323329.7708.1517874333.227547,"/defaultStorage/fsRetrieve/2c/92/2c92376cc2dc4b1587713c19975f046b.dcm"
1.2.276.0.7230010.3.1.2.8323329.8026.1517874335.131799,"/defaultStorage/fsRetrieve/86/29/86293e2c0a8043f9830550614f810363.dcm"
1.2.276.0.7230010.3.1.2.8323329.23466.1517874448.258573,"/defaultStorage/fsRetrieve/ac/69/ac699909d93a4624b9a834ad0aebd7a0.dcm"
1.2.276.0.7230010.3.1.2.8323329.30734.1517874504.104974,"/defaultStorage/fsRetrieve/cc/4d/cc4d3e1d956e4d9a91c7e0c294f233a0.dcm"
1.2.276.0.7230010.3.1.2.8323329.26846.1517874474.480677,"/defaultStorage/fsRetrieve/85/70/8570ccc902244746b79eb87db38260d3.dcm"
1.2.276.0.7230010.3.1.2.8323329.3351.1517874301.627452,"/defaultStorage/fsRetrieve/6b/8f/6b8f4a3c62984908b97d174fc01174c0.dcm"
1.2.276.0.7230010.3.1.2.8323329.25033.1517874462.312301,"/defaultStorage/fsRetrieve/47/e0/47e087a07bfe47b48bed50005f61b1cf.dcm"
1.2.276.0.7230010.3.1.2.8323329.14766.1517874381.749253,"/defaultStorage/fsRetrieve/1e/06/1e0640cf42cf4e5089a437ed84869a4a.dcm"
1.2.276.0.7230010.3.1.2.8323329.20497.1517874428.391956,"/defaultStorage/fsRetrieve/4c/11/4c11de5e9e454331b403b45968f1b80b.dcm"
1.2.276.0.7230010.3.1.2.8323329.17959.1517874407.732642,"/defaultStorage/fsRetrieve/57/34/57349cbafc7f4ccb9d89eb6b0720f874.dcm"
1.2.276.0.7230010.3.1.2.8323329.25843.1517874467.958257,"/defaultStorage/fsRetrieve/92/ab/92ab1c10b6eb48929d6d06068c800b1d.dcm"
1.2.276.0.7230010.3.1.2.8323329.28416.1517874485.52255,"/defaultStorage/fsRetrieve/9a/80/9a806541245f47ecb6d34031efd21343.dcm"
1.2.276.0.7230010.3.1.2.8323329.4932.1517874310.460605,"/defaultStorage/fsRetrieve/53/c8/53c8453e6f4647518db2ee7e8f015b09.dcm"
1.2.276.0.7230010.3.1.2.8323329.9052.1517874340.871582,"/defaultStorage/fsRetrieve/a5/24/a524eff932c34a3bb56472ad9be01c9c.dcm"
1.2.276.0.7230010.3.1.2.8323329.11015.1517874355.671201,"/defaultStorage/fsRetrieve/f5/30/f530cb1970224d318e908ec36bedc762.dcm"
1.2.276.0.7230010.3.1.2.8323329.24423.1517874454.380830,"/defaultStorage/fsRetrieve/3d/fb/3dfba8a5d8f64361a3777fe0d6e9b690.dcm"
1.2.276.0.7230010.3.1.2.8323329.11749.1517874360.296347,"/defaultStorage/fsRetrieve/8a/73/8a73d4f254be43a4bcb8e4d52f936232.dcm"
1.2.276.0.7230010.3.1.2.8323329.15370.1517874385.331808,"/defaultStorage/fsRetrieve/cc/66/cc66e53f03644e148aa0aefbfb0f8d79.dcm"
1.2.276.0.7230010.3.1.2.8323329.16736.1517874399.261224,"/defaultStorage/fsRetrieve/87/8f/878f12a8b65d4549958b9d139d7eb80a.dcm"
1.2.276.0.7230010.3.1.2.8323329.11840.1517874361.432095,"/defaultStorage/fsRetrieve/77/59/77590eca79d24f1e952d2a6b62c0ee2d.dcm"
1.2.276.0.7230010.3.1.2.8323329.9835.1517874345.246085,"/defaultStorage/fsRetrieve/ea/50/ea50a8002827494a98c282b0c47591a9.dcm"
1.2.276.0.7230010.3.1.2.8323329.11595.1517874359.468176,"/defaultStorage/fsRetrieve/bc/cf/bccf4221498a48eea85e5f82b0bd030b.dcm"
1.2.276.0.7230010.3.1.2.8323329.9306.1517874342.288637,"/defaultStorage/fsRetrieve/4e/8e/4e8e32b559334ef78d59a09184a1d56a.dcm"
1.2.276.0.7230010.3.1.2.8323329.27137.1517874476.88790,"/defaultStorage/fsRetrieve/a1/72/a1724f9d03914f9489f799c4e8b9a023.dcm"
1.2.276.0.7230010.3.1.2.8323329.14353.1517874378.957425,"/defaultStorage/fsRetrieve/c0/71/c0714ca107244942b59aa1c2a3d1f119.dcm"
1.2.276.0.7230010.3.1.2.8323329.4037.1517874305.541919,"/defaultStorage/fsRetrieve/75/95/7595a649310e455eafc6e89342d34b5a.dcm"
1.2.276.0.7230010.3.1.2.8323329.25444.1517874464.864343,"/defaultStorage/fsRetrieve/a7/d2/a7d20790f5554357a0297423060c09ca.dcm"
1.2.276.0.7230010.3.1.2.8323329.2993.1517874299.552973,"/defaultStorage/fsRetrieve/4f/42/4f428e60be34412d839d3d2a6e33e5f0.dcm"
1.2.276.0.7230010.3.1.2.8323329.26836.1517874474.423378,"/defaultStorage/fsRetrieve/2b/a1/2ba1956eb9594995b236ff0fd5da82d3.dcm"
1.2.276.0.7230010.3.1.2.8323329.8633.1517874338.517231,"/defaultStorage/fsRetrieve/ee/87/ee871d260dc64499b32715cbc5d16b76.dcm"
1.2.276.0.7230010.3.1.2.8323329.10068.1517874346.635905,"/defaultStorage/fsRetrieve/75/90/75901ea4fc434eb6870eddb4706b9177.dcm"
1.2.276.0.7230010.3.1.2.8323329.15321.1517874385.52504,"/defaultStorage/fsRetrieve/25/36/253604b1c80e4a49ac92db13876ea61d.dcm"
1.2.276.0.7230010.3.1.2.8323329.27094.1517874475.850156,"/defaultStorage/fsRetrieve/e6/00/e60064f62b4643d0944892339c3126d3.dcm"
1.2.276.0.7230010.3.1.2.8323329.4889.1517874310.295494,"/defaultStorage/fsRetrieve/4c/ca/4ccae5dec53e465493751a49360ef7d0.dcm"
1.2.276.0.7230010.3.1.2.8323329.25977.1517874468.757880,"/defaultStorage/fsRetrieve/6b/d1/6bd1f5f300994067a2d10fac7b96cc3c.dcm"
1.2.276.0.7230010.3.1.2.8323329.24715.1517874456.238369,"/defaultStorage/fsRetrieve/45/9a/459a7c85cc5b4a99b5b8cdec11143a53.dcm"
1.2.276.0.7230010.3.1.2.8323329.17298.1517874403.343611,"/defaultStorage/fsRetrieve/32/94/329402023ef94d2bba9dbb038f7291f8.dcm"
1.2.276.0.7230010.3.1.2.8323329.16092.1517874394.725952,"/defaultStorage/fsRetrieve/16/08/160889195cbe4185892a12d1d9c8fe04.dcm"
1.2.276.0.7230010.3.1.2.8323329.8733.1517874339.72809,"/defaultStorage/fsRetrieve/42/34/4234bedd8acb4e1892985ac6f28b1f4e.dcm"
1.2.276.0.7230010.3.1.2.8323329.16357.1517874396.357397,"/defaultStorage/fsRetrieve/22/d1/22d1f5646250407b80179e65530fe5fa.dcm"
1.2.276.0.7230010.3.1.2.8323329.22890.1517874444.290813,"/defaultStorage/fsRetrieve/8a/e1/8ae181905c9a4c1bbd9fd913b6df11cb.dcm"
1.2.276.0.7230010.3.1.2.8323329.28062.1517874483.32883,"/defaultStorage/fsRetrieve/df/87/df87a061b3604480ac48bd45a96d157b.dcm"
1.2.276.0.7230010.3.1.2.8323329.23936.1517874450.882179,"/defaultStorage/fsRetrieve/30/b1/30b17c37499b444aab77332dc2b4abbd.dcm"
1.2.276.0.7230010.3.1.2.8323329.11135.1517874356.805291,"/defaultStorage/fsRetrieve/89/4d/894d98893efb49309a626008e3a4480f.dcm"
1.2.276.0.7230010.3.1.2.8323329.15597.1517874388.85928,"/defaultStorage/fsRetrieve/bf/75/bf75e93a2b814a4ebe36c992628e1484.dcm"
1.2.276.0.7230010.3.1.2.8323329.7873.1517874334.131161,"/defaultStorage/fsRetrieve/5c/55/5c5500a5ffc8410ba8ba2406dd2f7216.dcm"
1.2.276.0.7230010.3.1.2.8323329.27559.1517874479.153320,"/defaultStorage/fsRetrieve/b9/6b/b96bc53d1219400ea6335c104bd6bd80.dcm"
1.2.276.0.7230010.3.1.2.8323329.28009.1517874482.675293,"/defaultStorage/fsRetrieve/df/61/df61c7d4cc8747999e5bc8420285ba91.dcm"
1.2.276.0.7230010.3.1.2.8323329.14673.1517874380.960346,"/defaultStorage/fsRetrieve/b6/78/b6785f762bf24cb681a34da0b274b18e.dcm"
1.2.276.0.7230010.3.1.2.8323329.21836.1517874437.354880,"/defaultStorage/fsRetrieve/94/cc/94ccf3f6433744a0afd5b1b6b5587477.dcm"
1.2.276.0.7230010.3.1.2.8323329.16662.1517874398.819600,"/defaultStorage/fsRetrieve/2e/04/2e04ba1383204ea5bdc2b52a6cec8dc5.dcm"
1.2.276.0.7230010.3.1.2.8323329.1934.1517874293.699448,"/defaultStorage/fsRetrieve/cf/03/cf0389fecb4244fa821e507d3dc66543.dcm"
1.2.276.0.7230010.3.1.2.8323329.19800.1517874419.885028,"/defaultStorage/fsRetrieve/d5/ae/d5ae05c02c084fefaec0e03cb19e4994.dcm"
1.2.276.0.7230010.3.1.2.8323329.20719.1517874429.477177,"/defaultStorage/fsRetrieve/98/dd/98ddf6b1f34241768c2385cfc55b01d0.dcm"
1.2.276.0.7230010.3.1.2.8323329.18298.1517874409.722218,"/defaultStorage/fsRetrieve/92/04/920436bc3a3142c392dddbe6c3340e38.dcm"
1.2.276.0.7230010.3.1.2.8323329.13651.1517874373.831592,"/defaultStorage/fsRetrieve/32/c8/32c8db1df85448e595be8b9a5670ad86.dcm"
1.2.276.0.7230010.3.1.2.8323329.23583.1517874448.906505,"/defaultStorage/fsRetrieve/c3/55/c355ca6d52f84910b94e2369d84df3a4.dcm"
1.2.276.0.7230010.3.1.2.8323329.30712.1517874503.963592,"/defaultStorage/fsRetrieve/fa/0c/fa0cd6887db542c1adcaea047ea863bc.dcm"
1.2.276.0.7230010.3.1.2.8323329.23347.1517874447.541716,"/defaultStorage/fsRetrieve/a1/75/a17556da1ccd4b4c97797ed5c43c28a3.dcm"
1.2.276.0.7230010.3.1.2.8323329.15326.1517874385.104641,"/defaultStorage/fsRetrieve/b4/6f/b46fa62f49d14385867bdb77a8a85273.dcm"
1.2.276.0.7230010.3.1.2.8323329.2991.1517874299.550191,"/defaultStorage/fsRetrieve/de/ab/deab4f3757f447dab82d3c7ba2e23001.dcm"
1.2.276.0.7230010.3.1.2.8323329.19683.1517874419.285305,"/defaultStorage/fsRetrieve/d7/64/d764fccef23b42249f6d16696e104a52.dcm"
